show_id,type,title,director,director_num,cast,cast_num,country,country_num,date_added,weekday_added,day_added,month_added,year_added,release_year,rating,duration,season,serial,listed_in,listed_in_num
81002336,TV Show,Super Monsters Monster Party,,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",10,,,"September 14, 2018",Friday,14,9,2018,2018,TV-Y,,1,1,Kids' TV,1
81002391,TV Show,Broken,,,,,United States,1,"November 27, 2019",Wednesday,27,11,2019,2019,TV-14,,1,1,Docuseries,1
81002451,TV Show,My Husband Won't Fit,,,"Natsumi Ishibashi, Aoi Nakamura",2,Japan,1,"March 20, 2019",Wednesday,20,3,2019,2019,TV-MA,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81002885,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",2,Bjarke Ingels,1,,,"June 15, 2018",Friday,15,6,2018,2018,TV-G,48,0,0,"Documentaries, International Movies",2
81002933,TV Show,Tiffany Haddish Presents: They Ready,,,"Tracey Ashley, Flame Monroe, Aida Rodriguez, Marlo Williams, April Macie, Chaunté Wayans, Tiffany Haddish",7,United States,1,"August 13, 2019",Tuesday,13,8,2019,2019,TV-MA,,1,1,"Stand-Up Comedy & Talk Shows, TV Comedies",2
81002951,TV Show,Love and Fortune,,,"Eri Tokunaga, Daichi Watanabe, Fuju Kamio, Sairi Ito, Mina Fujii, Mansaku Ikeuchi, Kinuo Yamada, Yuka Ogura, Enon Kawatani, Yui Imaizumi, Noriko Eguchi, Masanobu Ando, Kitaro",13,Japan,1,"November 30, 2018",Friday,30,11,2018,2018,TV-MA,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81003033,TV Show,QB1: Beyond the Lights,,,,,United States,1,"August 16, 2019",Friday,16,8,2019,2019,TV-14,,3,1,Docuseries,1
81003648,TV Show,Al Hayba,,,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",5,Lebanon,1,"September 15, 2018",Saturday,15,9,2018,2017,TV-14,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
81003880,TV Show,Blood Pact,,,"Guilherme Fontes, Ravel Cabral, Jonathan Haagensen, André Ramiro, Adriano Garib, Mel Lisboa, Cristina Lago",7,Brazil,1,"October 10, 2018",Wednesday,10,10,2018,2018,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
81003997,TV Show,Ask the Doctor,,,"Shalin Naik, Renee Lim, Sandro Demaio",3,Australia,1,"October 19, 2018",Friday,19,10,2018,2017,TV-PG,,1,1,"Docuseries, International TV Shows, Science & Nature TV",3
81004162,TV Show,The Road to Calvary,,,"Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner",4,Russia,1,"September 1, 2018",Saturday,1,9,2018,2017,TV-14,,1,1,"International TV Shows, TV Dramas",2
81004164,TV Show,Shtisel,,,"Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin, Shira Haas, Sarel Piterman, Zohar Shtrauss, Orly Silbersatz Banai, Sasson Gabai, Shlomo Shitrit",10,Israel,1,"December 15, 2018",Saturday,15,12,2018,2015,TV-PG,,2,1,"International TV Shows, TV Dramas",2
81004280,TV Show,Memories of the Alhambra,,,"Hyun Bin, Park Shin-hye, Park Hoon, Kim Yong-rim, Chanyeol, Lee Re, Lee Hak Joo, Lee Si-won, Kim Eui-sung",9,South Korea,1,"December 2, 2018",Sunday,2,12,2018,2018,TV-14,,1,1,"Crime TV Shows, International TV Shows, Korean TV Shows",3
81004322,TV Show,Million Pound Menu,,,,,United Kingdom,1,"August 27, 2019",Tuesday,27,8,2019,2019,TV-MA,,2,1,"British TV Shows, International TV Shows, Reality TV",3
81004511,Movie,Studio 54,Matt Tyrnauer,1,,,United States,1,"February 16, 2019",Saturday,16,2,2019,2018,TV-MA,99,0,0,Documentaries,1
81004814,TV Show,BONDING,,,"Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman, Alex Hurt, D'Arcy Carden, Gabrielle Ryan, Charles Gould",8,United States,1,"September 22, 2019",Sunday,22,9,2019,2019,TV-MA,,1,1,"TV Comedies, TV Dramas",2
81005044,Movie,What the F* Is Going On?,"Marta Jaenes, Rosa Márquez",2,,,,,"November 25, 2019",Monday,25,11,2019,2019,TV-MA,87,0,0,"Documentaries, International Movies",2
81005091,TV Show,Love O2O,,,"Shuang Zheng, Yang Yang, Rachel Momo, Bai Yu, Zheng Yecheng, Zhang He",6,China,1,"November 9, 2018",Friday,9,11,2018,2016,TV-PG,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81005401,Movie,Tango Feroz,,,,,"Argentina, Spain",2,"July 15, 2018",Sunday,15,7,2018,1993,TV-MA,124,0,0,"Classic Movies, Dramas, International Movies",3
81005504,TV Show,Meteor Garden,,,"Shen Yue, Dylan Wang, Darren Chen, Connor Liang, Caesar Wu",5,China,1,"July 14, 2018",Saturday,14,7,2018,2018,TV-PG,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81005561,Movie,Catwalk: Tales from the Cat Show Circuit,"Aaron Hancox, Michael McNamara",2,,,Canada,1,"January 7, 2019",Monday,7,1,2019,2018,TV-PG,75,0,0,"Documentaries, International Movies",2
81006334,TV Show,Super Monsters Monster Pets,,,"Erin Mathews, Kathleen Barr, Chiara Zanni, Rebecca Shoichet, Sabrina Pitre, Ingrid Nilson, Alessandro Juliani, Elyse Maloway, Vincent Tong",9,United States,1,"June 7, 2019",Friday,7,6,2019,2019,TV-Y,,1,1,Kids' TV,1
81006335,Movie,Super Monsters Back to School,,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Ian James Corlett, Britt McKillip, Kathleen Barr",11,Canada,1,"August 16, 2019",Friday,16,8,2019,2019,TV-Y,24,0,0,Children & Family Movies,1
81006356,TV Show,Devlok with Devdutt Pattanaik,,,"Rasika Dugal, Devdutt Pattanaik",2,India,1,"October 15, 2018",Monday,15,10,2018,2017,TV-PG,,1,1,International TV Shows,1
81006594,Movie,Waterschool,Tiffanie Hsu,1,,,"United States, Brazil, India, Uganda, China",5,"July 25, 2018",Wednesday,25,7,2018,2018,PG,68,0,0,Documentaries,1
81006598,Movie,The Surrounding Game,"Will Lockhart, Cole D. Pruitt",2,,,United States,1,"August 30, 2018",Thursday,30,8,2018,2018,TV-14,98,0,0,Documentaries,1
81007175,TV Show,Wolf,,,"Ahu Türkpençe, Serkan Çayoğlu, Murat Arkin, Emir Benderlioğlu, Firat Doğruloğlu, Ahmet Pinar, Mesut Akusta",7,Turkey,1,"December 21, 2018",Friday,21,12,2018,2018,TV-MA,,1,1,"International TV Shows, TV Action & Adventure, TV Dramas",3
81008236,TV Show,COMEDIANS of the world,,,"Neal Brennan, Chris D'Elia, Nicole Byer, Nick Swardson, DeAnne Smith, Ivan Decker, Dave Merheje, K. Trevor Wilson, Joel Dommett, Mae Martin, Nish Kumar, Ellie Taylor, Urzila Carlson, Joel Creasey, Nazeem Hussain, Cal Wilson, Riaad Moosa, Tumi Morake, Loyiso Gola, Loyiso Madinga, Atul Khatri, Aditi Mittal, Amit Tandon, Franco Escamilla, Hugo El Cojo Feliz, Gaby Llanas, Enissa Amani, Ilka Bessin, Kaya Yanar, Thiago Ventura, Mhel Merrer, Afonso Padilha, Shirley Souagnon, Jason Brokerss, Tania Dutel, Donel Jack'sman, Ibraheem Alkhairallah, Rawsan Hallak, Adi Khalefa, Moayad Alnefaie, Louis-José Houde, François Bellefeuille, Katherine Levac, Adib Alkhalidey, Martijn Koning, Soundos El Ahmadi, Rayen Panday",47,United States,1,"January 1, 2019",Tuesday,1,1,2019,2019,TV-MA,,13,1,"Stand-Up Comedy & Talk Shows, TV Comedies",2
81008283,TV Show,The Drunk and on Drugs Happy Funtime Hour,,,"John Paul Tremblay, Robb Wells, Maury Chaykin, Luke Gordon, Amy Sedaris, Jay Baruchel",6,Canada,1,"August 24, 2018",Friday,24,8,2018,2011,TV-MA,,1,1,"International TV Shows, TV Comedies",2
81009815,Movie,A Leaf of Faith,Chris Bell,1,,,United States,1,"August 27, 2018",Monday,27,8,2018,2018,TV-MA,87,0,0,Documentaries,1
81009823,Movie,Invisible Essence: The Little Prince,Charles Officer,1,,,Canada,1,"January 14, 2019",Monday,14,1,2019,2018,TV-PG,91,0,0,Documentaries,1
81010166,Movie,Brené Brown: The Call to Courage,Sandra Restrepo,1,Brené Brown,1,,,"April 19, 2019",Friday,19,4,2019,2019,TV-14,77,0,0,Documentaries,1
81010212,Movie,"Out of Many, One","John Hoffman, Nanfu Wang",2,,,United States,1,"December 12, 2018",Wednesday,12,12,2018,2018,TV-PG,35,0,0,Documentaries,1
81010662,TV Show,Violet Evergarden: Special,,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa",8,Japan,1,"October 4, 2018",Thursday,4,10,2018,2018,TV-PG,,1,1,"Anime Series, International TV Shows, Romantic TV Shows",3
81010786,TV Show,Drug Squad: Costa del Sol,,,"Hugo Silva, Álvaro Cervantes, Miki Esparbé, Jesús Castro, Sara Sálamo, Jorge Usón, Cayetana Cabezas, Pablo Béjar, Marco Cáceres, Olivia Delcán, Jorge Suquet, Daniel Holguín, Joaquín Galletero, Carolina Yuste, Ana Fernández",15,Spain,1,"October 25, 2019",Friday,25,10,2019,2019,TV-MA,,1,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3
81010817,TV Show,Kevin Hart: Don’t F**k This Up,,,,,United States,1,"December 27, 2019",Friday,27,12,2019,2019,TV-MA,,1,1,Docuseries,1
81010818,TV Show,Family Business,,,"Jonathan Cohen, Gérard Darmon, Julia Piaton, Liliane Rovère, Olivier Rosemberg, Ali Marhyar, Lina El Arabi, Louise Coldefy, Enrico Macias, Valérie Damidot",10,France,1,"June 28, 2019",Friday,28,6,2019,2019,TV-MA,,1,1,"International TV Shows, TV Comedies, TV Dramas",3
81011059,TV Show,Booba,,,Roman Karev,1,Russia,1,"January 16, 2020",Thursday,16,1,2020,2019,TV-Y,,3,1,"Kids' TV, TV Comedies",2
81011096,Movie,최강전사 미니특공대 : 영웅의 탄생,Young Jun Lee,1,"Um Sang-hyun, Yang Jeong-hwa, Jeon Tae-yeol, Shin Yong-woo, Lee So-young, So-yeon",6,,,"September 1, 2018",Saturday,1,9,2018,2018,TV-Y7-FV,68,0,0,Children & Family Movies,1
81011159,TV Show,Little Things,,,"Dhruv Sehgal, Mithila Palkar",2,India,1,"November 9, 2019",Saturday,9,11,2019,2019,TV-MA,,3,1,"International TV Shows, Romantic TV Shows, TV Comedies",3
81011449,TV Show,Medical Police,,,"Erinn Hayes, Rob Huebel, Malin Akerman, Rob Corddry, Lake Bell, Sarayu Blue, Ken Marino, Fred Melamed, Tom Wright, Jason Schwartzman, Eric Nenninger, Megan Le, Beth Dover, Zandy Hartig, Brian Huskey, Michael Cera",16,United States,1,"January 10, 2020",Friday,10,1,2020,2020,TV-MA,,1,1,"Crime TV Shows, TV Action & Adventure, TV Comedies",3
81011508,TV Show,Life,,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",8,South Korea,1,"September 12, 2018",Wednesday,12,9,2018,2018,TV-MA,,1,1,"International TV Shows, Korean TV Shows, TV Dramas",3
81011682,TV Show,Christiane Amanpour: Sex & Love Around the World,,,,,United States,1,"September 30, 2018",Sunday,30,9,2018,2018,TV-MA,,1,1,Docuseries,1
81011957,TV Show,Holiday Secrets,,,"Corinna Harfouch, Christiane Paul, Svenja Jung, Leonie Benesch, Anita Vulesica, Barbara Nüsse, Hans-Uwe Bauer, Lorna zu Solms, Tilda Jenkins, Emilie Neumeister, Golo Euler, Dennis Herrmann, Maik Solbach, Merlin Rose",14,Germany,1,"November 20, 2019",Wednesday,20,11,2019,2019,TV-MA,,1,1,"International TV Shows, TV Dramas",2
81012402,TV Show,Earth's Natural Wonders: Life at the Extremes,,,Corey Johnson,1,,,"October 1, 2018",Monday,1,10,2018,2018,TV-14,,1,1,"British TV Shows, Docuseries, Science & Nature TV",3
81012407,TV Show,Kingdoms of the Sky,Steve Greenwood,1,,,,,"October 1, 2018",Monday,1,10,2018,2018,TV-PG,,1,1,"British TV Shows, Docuseries, Science & Nature TV",3
81012415,TV Show,Civilizations,,,,,United Kingdom,1,"October 1, 2018",Monday,1,10,2018,2018,TV-14,,1,1,"British TV Shows, Docuseries",2
81012427,TV Show,Nature: Animals With Cameras,,,Gordon Buchanan,1,"United Kingdom, United States",2,"October 1, 2018",Monday,1,10,2018,2018,TV-PG,,1,1,"Docuseries, Science & Nature TV",2
81012487,TV Show,The Bride of Habaek,,,"Shin Sae-kyeong, Nam Joo-hyuk, Lim Ju-hwan, Krystal Jung, Gong Myoung, Lee Gyoung-young, Yang Dong-geun",7,,,"January 1, 2020",Wednesday,1,1,2020,2017,TV-14,,1,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",3
81012998,TV Show,All American,,,"Daniel Ezra, Taye Diggs, Samantha Logan, Bre-Z, Greta Onieogou, Monet Mazur, Michael Evans Behling, Cody Christian, Karimah Westbrook, Jalyn Hall, Jordan Belfi, Briana Lane",12,United States,1,"March 28, 2019",Thursday,28,3,2019,2019,TV-14,,1,1,"TV Dramas, Teen TV Shows",2
81013015,TV Show,Legacies,,,"Danielle Rose Russell, Aria Shahghasemi, Kaylee Bryant, Jenny Boyd, Quincy Fouse, Peyton Alex Smith, Matthew Davis, Archie L. Winston",8,United States,1,"April 5, 2019",Friday,5,4,2019,2018,TV-14,,1,1,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",3
81013148,TV Show,Mini Wolf,,,,,France,1,"September 16, 2018",Sunday,16,9,2018,2014,TV-G,,2,1,Kids' TV,1
81013505,TV Show,The Great British Baking Show: Holidays,,,"Paul Hollywood, Prue Leith, Sandi Toksvig, Noel Fielding",4,,,"November 8, 2019",Friday,8,11,2019,2019,TV-PG,,2,1,"British TV Shows, Reality TV",2
81013509,Movie,"Ayotzinapa, el paso de la tortuga",Enrique García Meza,1,,,Mexico,1,"December 1, 2018",Saturday,1,12,2018,2018,TV-14,73,0,0,"Documentaries, International Movies",2
81013626,Movie,HOMECOMING: A film by Beyoncé,Beyoncé Knowles-Carter,1,Beyoncé Knowles-Carter,1,,,"April 17, 2019",Wednesday,17,4,2019,2019,TV-MA,138,0,0,"Documentaries, Music & Musicals",2
81013657,TV Show,Charmed,,,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie",7,United States,1,"May 27, 2019",Monday,27,5,2019,2019,TV-PG,,1,1,"TV Dramas, TV Sci-Fi & Fantasy",2
81014239,TV Show,The Great British Baking Show: The Beginnings,,,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",4,,,"November 1, 2018",Thursday,1,11,2018,2012,TV-PG,,1,1,"British TV Shows, Reality TV",2
81014293,TV Show,Nuestra Lucha Libre,,,,,,,"August 15, 2018",Wednesday,15,8,2018,2018,TV-MA,,1,1,"Docuseries, International TV Shows, Spanish-Language TV Shows",3
81014647,TV Show,Kath and Kim,,,"Jane Turner, Gina Riley, Glenn Robbins, Peter Rowsthorn, Magda Szubanski",5,Australia,1,"July 28, 2018",Saturday,28,7,2018,2007,TV-14,,6,1,TV Comedies,1
81014811,TV Show,The Creative Indians,,,,,,,"August 15, 2018",Wednesday,15,8,2018,2017,NR,,1,1,"Docuseries, International TV Shows",2
81015076,Movie,Behind the Curve,Daniel J. Clark,1,,,United States,1,"February 15, 2019",Friday,15,2,2019,2018,TV-14,96,0,0,Documentaries,1
81015994,TV Show,Ordinary Heroes,,,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",19,,,"October 11, 2018",Thursday,11,10,2018,2018,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
81016247,Movie,Weed the People,Abby Epstein,1,,,United States,1,"May 14, 2019",Tuesday,14,5,2019,2018,TV-14,94,0,0,Documentaries,1
81016339,Movie,The Secret,"Raffi Ahmad, Arie Azis",2,"Nagita Slavina, Raffi Ahmad, Marshanda, Roy Marten, Kanaya Gleadys, Kartika Putri, Tyas Mirasih, Wika Salim",8,,,"September 15, 2018",Saturday,15,9,2018,2018,TV-MA,98,0,0,"Horror Movies, International Movies",2
81016360,Movie,The Gentleman Driver,Mario Mattei,1,,,United States,1,"January 31, 2019",Thursday,31,1,2019,2018,TV-MA,83,0,0,"Documentaries, Sports Movies",2
81016857,TV Show,Transfers,,,"Arieh Worthalter, Brune Renault, Toinette Laquiere, Steve Tientcheu, Pili Groyne, Patrick Descamps, Patrick Raynal, Juliette Plumecocq-Mech, Sébastien Chassagne, Alexis Loret, Aissatou Diop",11,"France, Belgium",2,"November 8, 2018",Thursday,8,11,2018,2017,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",3
81016914,TV Show,Tiny House Nation,,,,,United States,1,"August 9, 2019",Friday,9,8,2019,2019,TV-PG,,1,1,Reality TV,1
81017061,TV Show,Littlest Pet Shop: A World of Our Own,,,"Rhona Rees, Ingrid Nilson, Diana Kaarina, Travis Turner, Lili Beaudoin, Kyle Rideout, Vincent Tong, Alessandro Juliani, Ian Hanlin, Brittney Wilson, Bethany Brown, Tabitha St. Germain",12,United States,1,"February 1, 2019",Friday,1,2,2019,2018,TV-Y,,2,1,Kids' TV,1
81017316,TV Show,Prank Encounters,,,Gaten Matarazzo,1,United States,1,"October 25, 2019",Friday,25,10,2019,2019,TV-MA,,1,1,"Reality TV, TV Comedies, TV Horror",3
81017506,Movie,The Accountant of Auschwitz,Matthew Shoychet,1,,,Canada,1,"July 1, 2019",Monday,1,7,2019,2018,TV-14,78,0,0,"Documentaries, International Movies",2
81017545,TV Show,Here to Heart,,,"Janine Chun-Ning Chang, Hans Zhang",2,China,1,"October 23, 2018",Tuesday,23,10,2018,2018,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81018181,Movie,Generation Iron 3,Vlad Yudin,1,,,United States,1,"April 15, 2019",Monday,15,4,2019,2018,TV-MA,95,0,0,"Documentaries, Sports Movies",2
81018241,Movie,Jugaad,Susannah Heath-Eves,1,,,,,"September 15, 2018",Saturday,15,9,2018,2017,TV-14,52,0,0,Documentaries,1
81018295,TV Show,Beyblade Burst Evolution,,,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",7,,,"November 15, 2018",Thursday,15,11,2018,2017,TV-Y7,,1,1,"Anime Series, Kids' TV",2
81018979,TV Show,Mythomaniac,,,"Marina Hands, Mathieu Demy, Marie Drion, Jérémy Gillet, Zélie Rhixon, Yves Jacques, Jean-Charles Clichet, Julia Faure, Andrea Roncato, Linh Dan Pham",10,France,1,"November 28, 2019",Thursday,28,11,2019,2019,TV-MA,,1,1,"International TV Shows, TV Comedies, TV Dramas",3
81019391,TV Show,Triad Princess,,,"Eugenie Liu, Jasper Liu, Cecilia Choi, Tien Hsin, Michael JQ Huang, Chang Zhang-xing, Hung Yan-siang, Tsao Yu-ning, Chang Shu-wei, Lee Lee-zen",10,,,"December 6, 2019",Friday,6,12,2019,2019,TV-MA,,1,1,"Crime TV Shows, International TV Shows, Romantic TV Shows",3
81019520,TV Show,Eternal Love,,,"Yang Mi, Mark Chao, Dilraba Dilmurat, Ken Chang, Vengo Gao, Huang Mengying",6,China,1,"November 17, 2018",Saturday,17,11,2018,2017,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81019771,TV Show,Ultramarine Magmell,,,"Kengo Kawanishi, M・A・O, Toshiyuki Morikawa, Hibiku Yamamura, Satoshi Mikami, Koji Yusa, Hiroshi Yanaka, Shiro Saito, Keiichi Sonobe",9,Japan,1,"October 10, 2019",Thursday,10,10,2019,2019,TV-14,,1,1,"Anime Series, International TV Shows",2
81019894,TV Show,Nailed It! Holiday!,,,"Nicole Byer, Jacques Torres",2,United States,1,"November 22, 2019",Friday,22,11,2019,2019,TV-PG,,2,1,Reality TV,1
81020066,TV Show,Mighty Little Bheem: Diwali,,,"Samriddhi Shukla, Nishka Raheja, Arannya Kaur, Shanoor Mirza, Rajesh Kava",5,India,1,"October 18, 2019",Friday,18,10,2019,2019,TV-Y,,1,1,"Kids' TV, TV Comedies",2
81020513,TV Show,Criminal: France,,,"Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay, Mhamed Arezki, Sara Giraudeau, Nathalie Baye, Jérémie Renier",8,,,"September 20, 2019",Friday,20,9,2019,2019,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
81020518,TV Show,Criminal: Germany,,,"Eva Meckbach, Sylvester Groth, Florence Kasumba, Peter Kurth, Christian Berkel, Nina Hoss, Christian Kuchenbuch, Jonathan Berlin, Deniz Arora",9,,,"September 20, 2019",Friday,20,9,2019,2019,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
81020523,TV Show,Criminal: Spain,Mariano Barroso,1,"Emma Suárez, Jorge Bosch, Álvaro Cervantes, Carmen Machi, Inma Cuesta, Eduard Fernández, María Morales, José Ángel Egido, Daniel Chamorro, Javi Coll, Carlos Manuel Díaz, Nuria Mencía, Milo Taboada",13,,,"September 20, 2019",Friday,20,9,2019,2019,TV-MA,,1,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3
81020543,Movie,Calico Critters: A Town of Dreams,Momoko Kamiya,1,,,,,"November 1, 2018",Thursday,1,11,2018,2017,TV-Y,11,0,0,Children & Family Movies,1
81020544,Movie,Calico Critters: The Treasure of Calico Village,Momoko Kamiya,1,,,,,"November 1, 2018",Thursday,1,11,2018,2017,TV-Y,22,0,0,Children & Family Movies,1
81020545,TV Show,Calico Critters,,,"Georgie Fuller, Jessica Hinds-Mingo, Mayumi Kawai, Sarah Sumeray, Alix Macey, Jenna Sharpe",6,,,"November 1, 2018",Thursday,1,11,2018,2018,TV-Y,,1,1,Kids' TV,1
81020576,TV Show,Yeh Meri Family,,,"Vishesh Bansal, Mona Singh, Akarsh Khurana, Ahan Nirban, Ruhi Khan, Prasad Reddy, Revathi Pillai",7,India,1,"August 31, 2018",Friday,31,8,2018,2018,TV-PG,,1,1,"International TV Shows, TV Comedies",2
81020577,TV Show,The Perfect Match,,,"Wu Kang-jen, Ivy Shao, Ben Wu, Xiao Man, Nylon Chen",5,,,"January 25, 2019",Friday,25,1,2019,2017,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Comedies",3
81020612,TV Show,Memory Love,,,"Andy Chen, Mandy Wei, Jolin Chien, Mandy Tao, Kris Shen, Nylon Chen",6,,,"January 18, 2019",Friday,18,1,2019,2017,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81020635,TV Show,See You in Time,,,"Hans Chung, Mini Tsai, Albee Huang, David Chiu, Johnny Yang, Kuan Lin, Ray Yang, Liu Yu Shan",8,,,"January 4, 2019",Friday,4,1,2019,2017,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81020653,TV Show,Iron Ladies,,,"Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang",10,Taiwan,1,"February 9, 2019",Saturday,9,2,2019,2018,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81020668,TV Show,La Grande Chaumière Violette,,,"Eli Shi, Alice Ko, Jen-Shuo Cheng, Chiung-Hsuan Hsieh, Herb Hsu, Bryant Lee, Hsiu-Ling Lin, Ma Ju-lung, Ching-kuan Wang",9,Taiwan,1,"January 14, 2019",Monday,14,1,2019,2016,TV-14,,1,1,"International TV Shows, TV Dramas",2
81020692,TV Show,Déjà Vu,,,"Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen",6,,,"January 2, 2019",Wednesday,2,1,2019,2013,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81020716,TV Show,Lavender,,,"Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi",6,Taiwan,1,"January 15, 2019",Tuesday,15,1,2019,2002,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
81020728,TV Show,Way Back into Love,,,"June Tsai, Ray Chang, Lung Shao-hua, Yi-Wen Yen, Ching-kuan Wang, Mai Sato",6,Taiwan,1,"December 24, 2018",Monday,24,12,2018,2011,TV-PG,,1,1,"International TV Shows, Romantic TV Shows, TV Comedies",3
81020839,Movie,Party Monster: Scratching the Surface,,,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Bobby Moynihan, Lauren Adams, Sara Chase, Sol Miranda, Derek Klena, Aidy Bryant",11,United States,1,"August 17, 2018",Friday,17,8,2018,2018,TV-14,33,0,0,Comedies,1
81020868,TV Show,Conan Without Borders,,,,,United States,1,"December 31, 2018",Monday,31,12,2018,2018,TV-14,,1,1,"Docuseries, TV Comedies",2
81021294,TV Show,When Heroes Fly,,,"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor",10,Israel,1,"January 10, 2019",Thursday,10,1,2019,2018,TV-MA,,1,1,"International TV Shows, TV Action & Adventure, TV Dramas",3
81021976,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren",17,United States,1,"October 8, 2019",Tuesday,8,10,2019,2019,TV-Y7,46,0,0,"Children & Family Movies, Comedies",2
81022003,TV Show,The Boulet Brothers Dragula,,,Boulet Brothers,1,United States,1,"November 1, 2019",Friday,1,11,2019,2019,TV-MA,,2,1,Reality TV,1
81022683,TV Show,The Queen of Flow,,,"Carolina Ramírez, Carlos Torres, Andrés Sandoval, Adriana Arango, Mabel Moreno, Luis Alfredo Velasco, Pacho Rueda, Diana Wiswell, Mariana Garzón, Kiño, Sebastián Silva, Mariana Gómez, María José Vargas, Guillermo Blanco, Juan Manuel Restrepo, Alejandro Otero, David Ojalvo",17,Colombia,1,"November 9, 2018",Friday,9,11,2018,2018,TV-14,,1,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3
81023011,TV Show,Instant Hotel,,,"Luke Jacobz, Juliet Ashworth",2,Australia,1,"June 28, 2019",Friday,28,6,2019,2019,TV-MA,,2,1,"International TV Shows, Reality TV",2
81023023,TV Show,The Casketeers,,,,,New Zealand,1,"June 21, 2019",Friday,21,6,2019,2019,TV-14,,2,1,"International TV Shows, Reality TV",2
